symbol,setup,binance_24h_vol_m,close,resistance,support,distance_to_res_pct,ath_body_pct,box_height_pct,bars_3d,first_3d_body_high
LINKUSDT,BREAKOUT,50.71,12.929,12.521,7.248,-3.26,51.26,72.75,220,25.22
BTCUSDT,NEAR_BREAKOUT,2256.01,85932.01,89559.68,58624.71,4.05,87.16,52.77,220,98587.32
RLUSDUSDT,NEAR_BREAKOUT,84.31,1.0003,1.0016,0.9996,0.13,99.91,0.2,82,1.0012
UUSDT,NEAR_BREAKOUT,35.56,0.9998,1.0014,0.9994,0.16,99.98,0.2,85,1.0
NVDABUSDT,NEAR_BREAKOUT,10.04,226.84,231.15,194.98,1.86,109.95,18.55,35,206.31
BFUSDUSDT,NEAR_BREAKOUT,8.73,0.9999,1.0002,0.9989,0.03,99.99,0.13,136,1.0
QQQBUSDT,NEAR_BREAKOUT,7.19,741.49,742.94,666.72,0.2,102.4,11.43,29,724.08
WBTCUSDT,NEAR_BREAKOUT,7.04,85879.93,89405.78,59505.6,3.94,88.93,50.25,220,96574.67
SKHYBUSDT,LOW_VOL_BREAKOUT,4.73,187.3,186.82,139.16,-0.26,110.12,34.25,24,170.09
AEROUSDT,LOW_VOL_BREAKOUT,4.65,0.6902,0.6587,0.4002,-4.78,146.1,64.59,23,0.4724
AMDBUSDT,LOW_VOL_BREAKOUT,2.82,607.16,564.24,454.51,-7.61,114.39,24.14,31,530.76
COINBUSDT,LOW_VOL_BREAKOUT,1.21,198.08,194.99,147.17,-1.58,117.3,32.49,26,168.87
INTWBUSDT,LOW_VOL_BREAKOUT,0.62,31.95,26.86,18.14,-18.95,127.8,48.07,21,25.0
QCOMBUSDT,LOW_VOL_BREAKOUT,0.56,192.53,191.08,149.96,-0.76,100.76,27.42,26,191.08
TQQQBUSDT,LOW_VOL_BREAKOUT,0.56,79.02,76.81,63.15,-2.88,110.72,21.63,21,71.37
SMHBUSDT,LOW_VOL_BREAKOUT,0.12,592.66,588.75,529.6,-0.66,109.74,11.17,19,540.08
XUSDUSDT,LOW_VOL_NEAR_BREAKOUT,5.54,1.0007,1.0017,0.9993,0.1,100.03,0.24,185,1.0004
GOOGLBUSDT,LOW_VOL_NEAR_BREAKOUT,2.5,356.98,372.35,319.14,4.13,97.41,16.67,26,366.46
HOODBUSDT,LOW_VOL_NEAR_BREAKOUT,2.1,122.16,126.46,86.03,3.4,107.68,47.0,24,113.45
SPYBUSDT,LOW_VOL_NEAR_BREAKOUT,1.85,773.95,776.59,739.33,0.34,103.02,5.04,26,751.29
BMNRBUSDT,LOW_VOL_NEAR_BREAKOUT,1.53,27.96,28.46,18.01,1.76,148.57,58.02,17,18.82
AAPLBUSDT,LOW_VOL_NEAR_BREAKOUT,1.52,339.52,340.08,301.98,0.16,99.84,12.62,19,340.08
MRVLBUSDT,LOW_VOL_NEAR_BREAKOUT,1.43,254.27,259.42,163.57,1.99,114.31,58.6,24,222.44
MUUBUSDT,LOW_VOL_NEAR_BREAKOUT,1.18,34.6,35.53,25.47,2.62,104.85,39.5,21,33.0
LITEBUSDT,LOW_VOL_NEAR_BREAKOUT,1.16,945.84,986.18,597.58,4.09,111.09,65.03,29,851.4
ARMBUSDT,LOW_VOL_NEAR_BREAKOUT,0.77,319.62,325.19,211.7,1.71,113.68,53.61,24,281.17
PLTRBUSDT,LOW_VOL_NEAR_BREAKOUT,0.76,183.77,186.43,115.7,1.43,141.46,61.13,29,129.91
METABUSDT,LOW_VOL_NEAR_BREAKOUT,0.63,736.09,739.68,542.13,0.49,125.67,36.44,29,585.71
DELLBUSDT,LOW_VOL_NEAR_BREAKOUT,0.35,573.41,590.38,392.1,2.87,142.83,50.57,19,401.45
KGSTUSDT,LOW_VOL_NEAR_BREAKOUT,0.3,0.011353,0.01145,0.01133,0.85,99.5,1.06,91,0.01141
MSFTBUSDT,LOW_VOL_NEAR_BREAKOUT,0.29,505.74,512.87,368.57,1.39,129.35,39.15,29,390.99
IRENBUSDT,LOW_VOL_NEAR_BREAKOUT,0.27,46.95,47.39,35.61,0.93,113.19,33.08,17,41.48
BEBUSDT,LOW_VOL_NEAR_BREAKOUT,0.26,273.85,280.27,180.0,2.29,136.43,55.71,19,200.73
TSMBUSDT,LOW_VOL_NEAR_BREAKOUT,0.24,440.83,446.41,374.87,1.25,104.86,19.08,24,420.39
SMCIBUSDT,LOW_VOL_NEAR_BREAKOUT,0.23,41.01,41.38,31.34,0.89,129.41,32.04,17,31.69
