symbol,setup,binance_24h_vol_m,close,resistance,support,distance_to_res_pct,ath_body_pct,box_height_pct,bars_3d,first_3d_body_high
RLUSDUSDT,NEAR_BREAKOUT,21.73,1.001,1.0016,0.9996,0.06,99.98,0.2,62,1.0012
UUSDT,NEAR_BREAKOUT,13.86,1.0006,1.0014,0.9995,0.08,100.06,0.19,65,1.0
BFUSDUSDT,LOW_VOL_NEAR_BREAKOUT,0.46,0.9995,0.9999,0.9989,0.04,99.95,0.1,116,1.0
XUSDUSDT,LOW_VOL_NEAR_BREAKOUT,0.37,1.001,1.0017,0.9993,0.07,100.06,0.24,165,1.0004
NVDABUSDT,LOW_VOL_NEAR_BREAKOUT,0.14,207.92,212.02,194.98,1.93,100.78,8.74,16,206.31
KGSTUSDT,LOW_VOL_NEAR_BREAKOUT,0.04,0.011446,0.01145,0.011,0.03,100.32,4.09,72,0.01141
