symbol,setup,binance_24h_vol_m,close,resistance,support,distance_to_res_pct,ath_body_pct,box_height_pct,bars_3d,first_3d_body_high
CRCLBUSDT,BREAKOUT,23.91,101.87,94.95,60.38,-7.29,127.15,57.25,29,80.12
MSTRBUSDT,BREAKOUT,9.2,142.14,139.03,82.76,-2.24,133.16,67.99,25,106.74
RLUSDUSDT,NEAR_BREAKOUT,104.61,1.0,1.0016,0.9996,0.16,99.88,0.2,76,1.0012
UUSDT,NEAR_BREAKOUT,26.21,0.9994,1.0014,0.9994,0.2,99.94,0.2,79,1.0
CAKEUSDT,NEAR_BREAKOUT,9.04,2.024,2.102,1.248,3.71,107.89,68.43,220,1.876
XUSDUSDT,NEAR_BREAKOUT,7.16,1.0004,1.0017,0.9993,0.13,100.0,0.24,179,1.0004
NVDABUSDT,LOW_VOL_BREAKOUT,2.68,231.29,226.07,194.98,-2.31,112.11,15.95,29,206.31
COINBUSDT,LOW_VOL_BREAKOUT,1.0,190.59,188.51,147.17,-1.1,112.86,28.09,20,168.87
ORCLBUSDT,LOW_VOL_BREAKOUT,0.3,158.25,151.43,115.0,-4.5,124.56,31.68,15,127.05
SKHYBUSDT,LOW_VOL_NEAR_BREAKOUT,5.4,166.41,173.06,139.16,3.84,97.84,24.36,18,170.09
BFUSDUSDT,LOW_VOL_NEAR_BREAKOUT,3.5,1.0,1.0002,0.9989,0.02,100.0,0.13,130,1.0
HOODBUSDT,LOW_VOL_NEAR_BREAKOUT,3.05,122.75,123.83,86.03,0.87,108.2,43.94,18,113.45
QQQBUSDT,LOW_VOL_NEAR_BREAKOUT,2.51,721.08,733.88,666.72,1.74,99.59,10.07,23,724.08
SPYBUSDT,LOW_VOL_NEAR_BREAKOUT,1.0,773.54,776.59,739.33,0.39,102.96,5.04,20,751.29
TQQQBUSDT,LOW_VOL_NEAR_BREAKOUT,0.18,72.98,76.81,63.15,4.99,102.26,21.63,15,71.37
PLTRBUSDT,LOW_VOL_NEAR_BREAKOUT,0.14,181.33,186.43,115.7,2.74,139.58,61.13,23,129.91
MSFTBUSDT,LOW_VOL_NEAR_BREAKOUT,0.11,507.89,512.87,368.57,0.97,129.9,39.15,23,390.99
KGSTUSDT,LOW_VOL_NEAR_BREAKOUT,0.1,0.0114,0.01145,0.01133,0.44,99.91,1.06,85,0.01141
TSMBUSDT,LOW_VOL_NEAR_BREAKOUT,0.07,420.97,432.52,374.87,2.67,100.14,15.38,18,420.39
IBMBUSDT,LOW_VOL_NEAR_BREAKOUT,0.04,234.39,237.31,205.56,1.23,107.98,15.45,18,217.07
