symbol,setup,binance_24h_vol_m,close,resistance,support,distance_to_res_pct,ath_body_pct,box_height_pct,bars_3d,first_3d_body_high
RLUSDUSDT,NEAR_BREAKOUT,20.96,1.0011,1.0016,0.9996,0.05,99.99,0.2,56,1.0012
UUSDT,NEAR_BREAKOUT,11.47,1.0008,1.0014,0.9995,0.06,100.08,0.19,59,1.0
BFUSDUSDT,LOW_VOL_NEAR_BREAKOUT,0.88,0.9992,1.0001,0.9989,0.09,99.92,0.12,110,1.0
XUSDUSDT,LOW_VOL_NEAR_BREAKOUT,0.62,1.001,1.0017,0.9993,0.07,100.06,0.24,159,1.0004
KGSTUSDT,LOW_VOL_NEAR_BREAKOUT,0.18,0.011445,0.01145,0.011,0.04,100.31,4.09,65,0.01141
