symbol,setup,binance_24h_vol_m,close,resistance,support,distance_to_res_pct,ath_body_pct,box_height_pct,bars_3d,first_3d_body_high
UUSDT,NEAR_BREAKOUT,8.42,1.0008,1.0014,0.9995,0.06,100.08,0.19,58,1.0
RLUSDUSDT,LOW_VOL_NEAR_BREAKOUT,6.33,1.001,1.0016,0.9996,0.06,99.98,0.2,55,1.0012
XUSDUSDT,LOW_VOL_NEAR_BREAKOUT,0.46,1.001,1.0017,0.9993,0.07,100.06,0.24,158,1.0004
BFUSDUSDT,LOW_VOL_NEAR_BREAKOUT,0.32,0.9994,1.0001,0.9989,0.07,99.94,0.12,109,1.0
KGSTUSDT,LOW_VOL_NEAR_BREAKOUT,0.06,0.011443,0.01145,0.011,0.06,100.29,4.09,65,0.01141
