symbol,setup,binance_24h_vol_m,close,resistance,support,distance_to_res_pct,ath_body_pct,box_height_pct,bars_3d,first_3d_body_high
RLUSDUSDT,NEAR_BREAKOUT,50.58,1.001,1.0016,0.9996,0.06,99.98,0.2,68,1.0012
UUSDT,NEAR_BREAKOUT,17.23,1.0001,1.0014,0.9995,0.13,100.01,0.19,71,1.0
QQQBUSDT,LOW_VOL_NEAR_BREAKOUT,3.71,721.16,726.36,666.72,0.72,99.6,8.95,15,724.08
XUSDUSDT,LOW_VOL_NEAR_BREAKOUT,2.41,1.0009,1.0017,0.9993,0.08,100.05,0.24,171,1.0004
LITEBUSDT,LOW_VOL_NEAR_BREAKOUT,1.78,875.84,894.91,597.58,2.13,102.87,49.76,15,851.4
NVDABUSDT,LOW_VOL_NEAR_BREAKOUT,1.24,218.64,224.51,194.98,2.61,105.98,15.15,21,206.31
MSFTBUSDT,LOW_VOL_NEAR_BREAKOUT,0.23,500.88,506.52,368.57,1.11,128.11,37.43,15,390.99
BFUSDUSDT,LOW_VOL_NEAR_BREAKOUT,0.14,0.9994,0.9999,0.9989,0.05,99.94,0.1,122,1.0
KGSTUSDT,LOW_VOL_NEAR_BREAKOUT,0.12,0.011441,0.01145,0.011,0.08,100.27,4.09,78,0.01141
PLTRBUSDT,LOW_VOL_NEAR_BREAKOUT,0.1,173.0,173.13,115.7,0.08,133.17,49.64,15,129.91
