symbol,setup,binance_24h_vol_m,close,resistance,support,distance_to_res_pct,ath_body_pct,box_height_pct,bars_3d,first_3d_body_high
LTCUSDT,BREAKOUT,117.38,70.47,69.73,40.92,-1.06,51.9,70.41,220,135.79
LINKUSDT,BREAKOUT,79.21,14.066,12.521,7.248,-12.34,53.91,72.75,220,26.09
QNTUSDT,BREAKOUT,14.06,98.0,90.1,56.8,-8.77,61.02,58.63,220,160.6
RLUSDUSDT,NEAR_BREAKOUT,71.4,1.0002,1.0016,0.9996,0.14,99.9,0.2,83,1.0012
UUSDT,NEAR_BREAKOUT,20.3,0.9997,1.0014,0.9994,0.17,99.97,0.2,86,1.0
AEROUSDT,LOW_VOL_BREAKOUT,5.33,0.7907,0.6632,0.4002,-19.22,167.38,65.72,24,0.4724
QQQBUSDT,LOW_VOL_BREAKOUT,2.95,746.57,742.94,666.72,-0.49,103.11,11.43,30,724.08
AMDBUSDT,LOW_VOL_BREAKOUT,2.3,640.06,614.51,454.51,-4.16,120.59,35.2,32,530.76
MRVLBUSDT,LOW_VOL_BREAKOUT,0.38,264.88,259.54,163.57,-2.06,119.08,58.67,25,222.44
PLTRBUSDT,LOW_VOL_BREAKOUT,0.28,193.28,191.6,115.7,-0.88,148.78,65.6,30,129.91
MVLLBUSDT,LOW_VOL_BREAKOUT,0.25,36.15,35.8,20.88,-0.98,150.62,71.46,22,24.0
SMCIBUSDT,LOW_VOL_BREAKOUT,0.24,42.17,41.49,31.34,-1.64,133.07,32.39,18,31.69
ALABBUSDT,LOW_VOL_BREAKOUT,0.2,366.29,361.67,254.21,-1.28,101.28,42.27,18,361.67
GMEBUSDT,LOW_VOL_BREAKOUT,0.19,24.97,24.01,17.99,-4.0,132.68,33.46,15,18.82
TSMBUSDT,LOW_VOL_BREAKOUT,0.18,455.24,450.27,374.87,-1.1,108.29,20.11,25,420.39
SMHBUSDT,LOW_VOL_BREAKOUT,0.16,608.07,600.99,529.6,-1.18,112.59,13.48,20,540.08
NVDABUSDT,LOW_VOL_NEAR_BREAKOUT,6.9,226.11,231.15,194.98,2.18,109.6,18.55,36,206.31
XUSDUSDT,LOW_VOL_NEAR_BREAKOUT,4.35,1.0003,1.0017,0.9993,0.14,99.99,0.24,186,1.0004
BFUSDUSDT,LOW_VOL_NEAR_BREAKOUT,3.87,0.9998,1.0002,0.9989,0.04,99.98,0.13,137,1.0
WBTCUSDT,LOW_VOL_NEAR_BREAKOUT,3.41,84756.17,88168.54,59505.6,3.87,84.03,48.17,220,100870.1
INTCBUSDT,LOW_VOL_NEAR_BREAKOUT,2.4,128.61,132.12,87.06,2.66,97.62,51.76,32,131.75
SKHYBUSDT,LOW_VOL_NEAR_BREAKOUT,1.99,189.41,195.9,139.16,3.31,111.36,40.77,25,170.09
LITEBUSDT,LOW_VOL_NEAR_BREAKOUT,1.12,945.46,986.18,597.58,4.13,111.05,65.03,30,851.4
METABUSDT,LOW_VOL_NEAR_BREAKOUT,0.96,773.9,775.63,542.13,0.22,132.13,43.07,30,585.71
AAPLBUSDT,LOW_VOL_NEAR_BREAKOUT,0.92,336.28,340.08,301.98,1.12,98.88,12.62,20,340.08
BMNRBUSDT,LOW_VOL_NEAR_BREAKOUT,0.74,28.44,28.46,18.01,0.07,151.12,58.02,18,18.82
HOODBUSDT,LOW_VOL_NEAR_BREAKOUT,0.67,122.65,126.46,86.03,3.01,108.11,47.0,25,113.45
COINBUSDT,LOW_VOL_NEAR_BREAKOUT,0.63,200.45,200.48,147.17,0.01,118.7,36.22,27,168.87
SPYBUSDT,LOW_VOL_NEAR_BREAKOUT,0.54,770.47,776.59,739.33,0.79,102.55,5.04,27,751.29
BEBUSDT,LOW_VOL_NEAR_BREAKOUT,0.44,271.79,280.27,180.0,3.03,135.4,55.71,20,200.73
MUUBUSDT,LOW_VOL_NEAR_BREAKOUT,0.4,38.66,39.0,25.47,0.87,117.15,53.12,22,33.0
ARMBUSDT,LOW_VOL_NEAR_BREAKOUT,0.33,319.59,325.19,211.7,1.72,113.66,53.61,25,281.17
TQQQBUSDT,LOW_VOL_NEAR_BREAKOUT,0.33,80.24,81.0,63.15,0.94,112.43,28.27,22,71.37
IRENBUSDT,LOW_VOL_NEAR_BREAKOUT,0.28,47.02,47.44,35.61,0.89,113.36,33.22,18,41.48
QCOMBUSDT,LOW_VOL_NEAR_BREAKOUT,0.16,196.53,198.16,149.96,0.82,102.85,32.14,27,191.08
MSFTBUSDT,LOW_VOL_NEAR_BREAKOUT,0.15,498.21,512.87,368.57,2.86,127.42,39.15,30,390.99
KGSTUSDT,LOW_VOL_NEAR_BREAKOUT,0.03,0.011329,0.01145,0.01133,1.06,99.29,1.06,92,0.01141
