symbol,setup,binance_24h_vol_m,close,resistance,support,distance_to_res_pct,ath_body_pct,box_height_pct,bars_3d,first_3d_body_high
SKHYBUSDT,BREAKOUT,8.58,191.04,181.24,139.16,-5.41,112.32,30.24,20,170.09
RLUSDUSDT,NEAR_BREAKOUT,28.34,1.0004,1.0016,0.9996,0.12,99.92,0.2,78,1.0012
UUSDT,NEAR_BREAKOUT,22.58,0.9995,1.0014,0.9994,0.19,99.95,0.2,81,1.0
IBMBUSDT,LOW_VOL_BREAKOUT,0.1,239.21,238.62,205.56,-0.25,110.2,16.08,20,217.07
QQQBUSDT,LOW_VOL_NEAR_BREAKOUT,6.34,714.41,733.88,666.72,2.65,98.66,10.07,25,724.08
BFUSDUSDT,LOW_VOL_NEAR_BREAKOUT,6.26,0.9999,1.0002,0.9989,0.03,99.99,0.13,132,1.0
XUSDUSDT,LOW_VOL_NEAR_BREAKOUT,4.72,1.0008,1.0017,0.9993,0.09,100.04,0.24,181,1.0004
NVDABUSDT,LOW_VOL_NEAR_BREAKOUT,4.5,222.79,231.15,194.98,3.62,107.99,18.55,31,206.31
LITEBUSDT,LOW_VOL_NEAR_BREAKOUT,2.47,976.73,986.18,597.58,0.96,114.72,65.03,25,851.4
MRVLBUSDT,LOW_VOL_NEAR_BREAKOUT,2.08,231.0,240.78,163.57,4.06,103.85,47.2,20,222.44
KORUBUSDT,LOW_VOL_NEAR_BREAKOUT,1.17,23.59,24.2,16.32,2.52,124.16,48.28,17,19.0
METABUSDT,LOW_VOL_NEAR_BREAKOUT,1.15,662.16,669.65,542.13,1.12,113.05,23.52,25,585.71
SPYBUSDT,LOW_VOL_NEAR_BREAKOUT,0.9,762.75,776.59,739.33,1.78,101.53,5.04,22,751.29
MUUBUSDT,LOW_VOL_NEAR_BREAKOUT,0.41,33.76,35.53,25.47,4.98,102.3,39.5,17,33.0
BEBUSDT,LOW_VOL_NEAR_BREAKOUT,0.35,263.77,274.7,180.0,3.98,131.41,52.61,15,200.73
ORCLBUSDT,LOW_VOL_NEAR_BREAKOUT,0.26,161.64,162.94,115.0,0.8,127.23,41.69,17,127.05
DELLBUSDT,LOW_VOL_NEAR_BREAKOUT,0.16,530.95,531.63,392.1,0.13,132.26,35.59,15,401.45
INTWBUSDT,LOW_VOL_NEAR_BREAKOUT,0.16,24.61,25.16,18.14,2.19,98.44,38.7,17,25.0
MSFTBUSDT,LOW_VOL_NEAR_BREAKOUT,0.12,491.51,512.87,368.57,4.16,125.71,39.15,25,390.99
SMHBUSDT,LOW_VOL_NEAR_BREAKOUT,0.07,568.58,588.75,529.6,3.43,105.28,11.17,15,540.08
TSMBUSDT,LOW_VOL_NEAR_BREAKOUT,0.07,432.41,434.71,374.87,0.53,102.86,15.96,20,420.39
GSBUSDT,LOW_VOL_NEAR_BREAKOUT,0.03,1027.23,1046.78,1007.47,1.87,99.41,3.9,15,1033.34
KGSTUSDT,LOW_VOL_NEAR_BREAKOUT,0.03,0.011399,0.01145,0.01133,0.45,99.9,1.06,87,0.01141
