symbol,setup,binance_24h_vol_m,close,resistance,support,distance_to_res_pct,ath_body_pct,box_height_pct,bars_3d,first_3d_body_high
RLUSDUSDT,NEAR_BREAKOUT,91.84,1.0003,1.0016,0.9996,0.13,99.91,0.2,82,1.0012
UUSDT,NEAR_BREAKOUT,32.31,0.9994,1.0014,0.9994,0.2,99.94,0.2,85,1.0
NVDABUSDT,NEAR_BREAKOUT,8.34,223.01,231.15,194.98,3.52,108.09,18.55,36,206.31
AEROUSDT,LOW_VOL_BREAKOUT,5.07,0.6766,0.6632,0.4002,-2.02,143.23,65.72,24,0.4724
PLTRBUSDT,LOW_VOL_BREAKOUT,0.19,187.88,186.43,115.7,-0.78,144.62,61.13,29,129.91
QQQBUSDT,LOW_VOL_NEAR_BREAKOUT,5.6,733.82,742.94,666.72,1.23,101.35,11.43,29,724.08
XUSDUSDT,LOW_VOL_NEAR_BREAKOUT,5.45,1.0005,1.0017,0.9993,0.12,100.01,0.24,185,1.0004
BFUSDUSDT,LOW_VOL_NEAR_BREAKOUT,4.17,0.9999,1.0002,0.9989,0.03,99.99,0.13,136,1.0
AAPLBUSDT,LOW_VOL_NEAR_BREAKOUT,1.3,336.83,340.08,301.98,0.96,99.04,12.62,20,340.08
COINBUSDT,LOW_VOL_NEAR_BREAKOUT,0.97,195.02,200.48,147.17,2.72,115.49,36.22,27,168.87
SPYBUSDT,LOW_VOL_NEAR_BREAKOUT,0.86,763.69,776.59,739.33,1.66,101.65,5.04,27,751.29
AMDBUSDT,LOW_VOL_NEAR_BREAKOUT,0.8,601.03,614.51,454.51,2.19,113.24,35.2,32,530.76
HOODBUSDT,LOW_VOL_NEAR_BREAKOUT,0.65,120.25,126.46,86.03,4.91,105.99,47.0,24,113.45
METABUSDT,LOW_VOL_NEAR_BREAKOUT,0.55,728.37,739.68,542.13,1.53,124.36,36.44,29,585.71
MRVLBUSDT,LOW_VOL_NEAR_BREAKOUT,0.52,252.9,259.42,163.57,2.51,113.69,58.6,24,222.44
TSMBUSDT,LOW_VOL_NEAR_BREAKOUT,0.5,441.7,446.41,374.87,1.06,105.07,19.08,24,420.39
KGSTUSDT,LOW_VOL_NEAR_BREAKOUT,0.47,0.011345,0.01145,0.01133,0.92,99.43,1.06,92,0.01141
SMCIBUSDT,LOW_VOL_NEAR_BREAKOUT,0.41,40.41,41.38,31.34,2.34,127.52,32.04,17,31.69
BEBUSDT,LOW_VOL_NEAR_BREAKOUT,0.37,268.83,280.27,180.0,4.08,133.93,55.71,20,200.73
IRENBUSDT,LOW_VOL_NEAR_BREAKOUT,0.29,45.79,47.39,35.61,3.38,110.39,33.08,17,41.48
ARMBUSDT,LOW_VOL_NEAR_BREAKOUT,0.26,318.92,325.19,211.7,1.93,113.43,53.61,24,281.17
QCOMBUSDT,LOW_VOL_NEAR_BREAKOUT,0.21,195.82,198.16,149.96,1.18,102.48,32.14,27,191.08
GMEBUSDT,LOW_VOL_NEAR_BREAKOUT,0.17,23.99,24.01,17.99,0.08,127.47,33.46,15,18.82
MSFTBUSDT,LOW_VOL_NEAR_BREAKOUT,0.16,497.42,512.87,368.57,3.01,127.22,39.15,29,390.99
ALABBUSDT,LOW_VOL_NEAR_BREAKOUT,0.1,347.54,361.67,254.21,3.91,96.09,42.27,17,361.67
SMHBUSDT,LOW_VOL_NEAR_BREAKOUT,0.08,590.5,600.99,529.6,1.75,109.34,13.48,20,540.08
