symbol,setup,binance_24h_vol_m,close,resistance,support,distance_to_res_pct,ath_body_pct,box_height_pct,bars_3d,first_3d_body_high
CRCLBUSDT,BREAKOUT,12.14,101.75,94.95,60.38,-7.16,127.0,57.25,29,80.12
CAKEUSDT,BREAKOUT,12.0,2.146,2.102,1.248,-2.09,114.39,68.43,220,1.876
MSTRBUSDT,BREAKOUT,10.2,142.13,139.03,82.76,-2.23,133.16,67.99,25,106.74
RLUSDUSDT,NEAR_BREAKOUT,35.51,1.0001,1.0016,0.9996,0.15,99.89,0.2,76,1.0012
UUSDT,NEAR_BREAKOUT,18.66,0.9993,1.0014,0.9994,0.21,99.93,0.2,79,1.0
SKHYBUSDT,LOW_VOL_BREAKOUT,6.46,175.89,175.05,139.16,-0.48,103.41,25.79,19,170.09
NVDABUSDT,LOW_VOL_BREAKOUT,2.1,230.68,226.07,194.98,-2.04,111.81,15.95,29,206.31
QQQBUSDT,LOW_VOL_NEAR_BREAKOUT,3.34,719.42,733.88,666.72,1.97,99.36,10.07,23,724.08
BFUSDUSDT,LOW_VOL_NEAR_BREAKOUT,2.8,1.0,1.0002,0.9989,0.02,100.0,0.13,130,1.0
HOODBUSDT,LOW_VOL_NEAR_BREAKOUT,1.94,120.99,123.83,86.03,2.29,106.65,43.94,18,113.45
KORUBUSDT,LOW_VOL_NEAR_BREAKOUT,1.56,23.1,23.61,16.32,2.16,121.58,44.67,16,19.0
XUSDUSDT,LOW_VOL_NEAR_BREAKOUT,1.4,1.0003,1.0017,0.9993,0.14,99.99,0.24,179,1.0004
COINBUSDT,LOW_VOL_NEAR_BREAKOUT,1.13,184.8,188.51,147.17,1.97,109.43,28.09,21,168.87
SPYBUSDT,LOW_VOL_NEAR_BREAKOUT,1.13,770.42,776.59,739.33,0.79,102.55,5.04,21,751.29
MUUBUSDT,LOW_VOL_NEAR_BREAKOUT,0.52,34.31,35.45,25.47,3.22,103.97,39.18,16,33.0
ORCLBUSDT,LOW_VOL_NEAR_BREAKOUT,0.33,159.36,159.44,115.0,0.05,125.43,38.64,16,127.05
MSFTBUSDT,LOW_VOL_NEAR_BREAKOUT,0.14,499.57,512.87,368.57,2.59,127.77,39.15,23,390.99
TSMBUSDT,LOW_VOL_NEAR_BREAKOUT,0.12,426.12,432.52,374.87,1.48,101.36,15.38,18,420.39
KGSTUSDT,LOW_VOL_NEAR_BREAKOUT,0.05,0.01139,0.01145,0.01133,0.52,99.82,1.06,86,0.01141
IBMBUSDT,LOW_VOL_NEAR_BREAKOUT,0.03,234.24,237.31,205.56,1.29,107.91,15.45,18,217.07
