symbol,setup,binance_24h_vol_m,close,resistance,support,distance_to_res_pct,ath_body_pct,box_height_pct,bars_3d,first_3d_body_high
RLUSDUSDT,NEAR_BREAKOUT,12.59,1.001,1.0016,0.9996,0.06,99.98,0.2,58,1.0012
UUSDT,LOW_VOL_NEAR_BREAKOUT,6.44,1.0006,1.0014,0.9995,0.08,100.06,0.19,61,1.0
XUSDUSDT,LOW_VOL_NEAR_BREAKOUT,3.12,1.0009,1.0017,0.9993,0.08,100.05,0.24,161,1.0004
BFUSDUSDT,LOW_VOL_NEAR_BREAKOUT,0.44,0.999,1.0001,0.9989,0.11,99.9,0.12,112,1.0
KGSTUSDT,LOW_VOL_NEAR_BREAKOUT,0.12,0.011443,0.01145,0.011,0.06,100.29,4.09,68,0.01141
