symbol,setup,binance_24h_vol_m,close,resistance,support,distance_to_res_pct,ath_body_pct,box_height_pct,bars_3d,first_3d_body_high
RLUSDUSDT,NEAR_BREAKOUT,56.36,1.0008,1.0016,0.9996,0.08,99.96,0.2,80,1.0012
UUSDT,NEAR_BREAKOUT,41.89,1.0004,1.0014,0.9994,0.1,100.04,0.2,83,1.0
XUSDUSDT,LOW_VOL_NEAR_BREAKOUT,4.4,1.001,1.0017,0.9993,0.07,100.06,0.24,183,1.0004
QQQBUSDT,LOW_VOL_NEAR_BREAKOUT,3.59,708.46,733.88,666.72,3.46,97.84,10.07,27,724.08
SKHYBUSDT,LOW_VOL_NEAR_BREAKOUT,2.5,180.6,186.14,139.16,2.98,106.18,33.76,22,170.09
BFUSDUSDT,LOW_VOL_NEAR_BREAKOUT,1.43,0.9999,1.0002,0.9989,0.03,99.99,0.13,134,1.0
AAPLBUSDT,LOW_VOL_NEAR_BREAKOUT,0.64,331.83,340.08,301.98,2.43,97.57,12.62,17,340.08
SPYBUSDT,LOW_VOL_NEAR_BREAKOUT,0.64,759.91,776.59,739.33,2.15,101.15,5.04,24,751.29
METABUSDT,LOW_VOL_NEAR_BREAKOUT,0.59,668.28,669.65,542.13,0.2,114.1,23.52,27,585.71
QCOMBUSDT,LOW_VOL_NEAR_BREAKOUT,0.23,188.83,191.08,149.96,1.18,98.82,27.42,24,191.08
IBMBUSDT,LOW_VOL_NEAR_BREAKOUT,0.16,247.14,248.31,205.56,0.47,113.85,20.8,22,217.07
TSMBUSDT,LOW_VOL_NEAR_BREAKOUT,0.15,417.57,434.71,374.87,3.94,99.33,15.96,22,420.39
BEBUSDT,LOW_VOL_NEAR_BREAKOUT,0.14,268.1,276.13,180.0,2.91,133.56,53.41,17,200.73
DELLBUSDT,LOW_VOL_NEAR_BREAKOUT,0.11,556.64,569.54,392.1,2.26,138.66,45.25,17,401.45
KGSTUSDT,LOW_VOL_NEAR_BREAKOUT,0.07,0.011395,0.01145,0.01133,0.48,99.87,1.06,89,0.01141
MSFTBUSDT,LOW_VOL_NEAR_BREAKOUT,0.05,496.2,512.87,368.57,3.25,126.91,39.15,27,390.99
NFLXBUSDT,LOW_VOL_NEAR_BREAKOUT,0.05,78.14,82.23,73.57,4.97,105.31,11.77,15,74.2
