symbol,setup,binance_24h_vol_m,close,resistance,support,distance_to_res_pct,ath_body_pct,box_height_pct,bars_3d,first_3d_body_high
RLUSDUSDT,NEAR_BREAKOUT,85.07,1.0011,1.0016,0.9996,0.05,99.99,0.2,69,1.0012
UUSDT,NEAR_BREAKOUT,14.49,1.0003,1.0014,0.9995,0.11,100.03,0.19,72,1.0
NVDABUSDT,LOW_VOL_BREAKOUT,0.81,225.45,224.51,194.98,-0.42,109.28,15.15,22,206.31
PLTRBUSDT,LOW_VOL_BREAKOUT,0.18,178.85,178.17,115.7,-0.38,137.67,53.99,16,129.91
XUSDUSDT,LOW_VOL_NEAR_BREAKOUT,6.52,1.0011,1.0017,0.9993,0.06,100.07,0.24,172,1.0004
QQQBUSDT,LOW_VOL_NEAR_BREAKOUT,2.53,732.3,732.41,666.72,0.02,101.14,9.85,16,724.08
BFUSDUSDT,LOW_VOL_NEAR_BREAKOUT,1.56,0.9999,0.9999,0.9989,0.0,99.99,0.1,123,1.0
LITEBUSDT,LOW_VOL_NEAR_BREAKOUT,1.22,886.81,894.91,597.58,0.91,104.16,49.76,16,851.4
KGSTUSDT,LOW_VOL_NEAR_BREAKOUT,0.58,0.011386,0.01145,0.011,0.56,99.79,4.09,78,0.01141
MSFTBUSDT,LOW_VOL_NEAR_BREAKOUT,0.18,496.65,506.52,368.57,1.95,127.02,37.43,16,390.99
