symbol,setup,binance_24h_vol_m,close,resistance,support,distance_to_res_pct,ath_body_pct,box_height_pct,bars_3d,first_3d_body_high
CRCLBUSDT,BREAKOUT,10.03,102.86,101.4,60.38,-1.44,128.38,67.94,30,80.12
CAKEUSDT,BREAKOUT,7.93,2.339,2.246,1.248,-4.14,124.61,79.97,220,1.877
RLUSDUSDT,NEAR_BREAKOUT,29.76,1.0002,1.0016,0.9996,0.14,99.9,0.2,77,1.0012
UUSDT,NEAR_BREAKOUT,16.56,0.9994,1.0014,0.9994,0.2,99.94,0.2,80,1.0
MSTRBUSDT,NEAR_BREAKOUT,8.27,142.45,143.55,82.76,0.77,133.46,73.45,26,106.74
SKHYBUSDT,LOW_VOL_BREAKOUT,1.59,179.63,175.05,139.16,-2.62,105.61,25.79,19,170.09
NVDABUSDT,LOW_VOL_BREAKOUT,0.58,232.01,231.15,194.98,-0.37,112.46,18.55,30,206.31
MUUBUSDT,LOW_VOL_BREAKOUT,0.38,35.75,35.45,25.47,-0.85,108.33,39.18,16,33.0
ORCLBUSDT,LOW_VOL_BREAKOUT,0.12,160.69,159.44,115.0,-0.78,126.48,38.64,16,127.05
TSMBUSDT,LOW_VOL_BREAKOUT,0.12,434.86,432.52,374.87,-0.54,103.44,15.38,19,420.39
QQQBUSDT,LOW_VOL_NEAR_BREAKOUT,4.81,718.81,733.88,666.72,2.05,99.27,10.07,24,724.08
XUSDUSDT,LOW_VOL_NEAR_BREAKOUT,4.67,1.0006,1.0017,0.9993,0.11,100.02,0.24,180,1.0004
BFUSDUSDT,LOW_VOL_NEAR_BREAKOUT,3.76,0.9999,1.0002,0.9989,0.03,99.99,0.13,131,1.0
AEROUSDT,LOW_VOL_NEAR_BREAKOUT,1.93,0.5402,0.5503,0.4002,1.84,114.35,37.51,18,0.4724
SPYBUSDT,LOW_VOL_NEAR_BREAKOUT,0.74,768.57,776.59,739.33,1.03,102.3,5.04,21,751.29
HOODBUSDT,LOW_VOL_NEAR_BREAKOUT,0.72,123.72,126.34,86.03,2.07,109.05,46.86,19,113.45
KORUBUSDT,LOW_VOL_NEAR_BREAKOUT,0.68,23.53,23.61,16.32,0.34,123.84,44.67,16,19.0
COINBUSDT,LOW_VOL_NEAR_BREAKOUT,0.27,186.14,188.51,147.17,1.26,110.23,28.09,21,168.87
PLTRBUSDT,LOW_VOL_NEAR_BREAKOUT,0.13,177.49,186.43,115.7,4.8,136.63,61.13,24,129.91
LITEBUSDT,LOW_VOL_NEAR_BREAKOUT,0.1,886.21,928.65,597.58,4.57,104.09,55.4,24,851.4
MSFTBUSDT,LOW_VOL_NEAR_BREAKOUT,0.06,498.12,512.87,368.57,2.88,127.4,39.15,24,390.99
IBMBUSDT,LOW_VOL_NEAR_BREAKOUT,0.03,234.67,237.31,205.56,1.11,108.11,15.45,19,217.07
KGSTUSDT,LOW_VOL_NEAR_BREAKOUT,0.02,0.011409,0.01145,0.01133,0.36,99.99,1.06,86,0.01141
