symbol,setup,binance_24h_vol_m,close,resistance,support,distance_to_res_pct,ath_body_pct,box_height_pct,bars_3d,first_3d_body_high
MSTRBUSDT,BREAKOUT,10.82,155.93,143.66,82.76,-8.54,146.08,73.59,30,106.74
AEROUSDT,BREAKOUT,7.22,0.677,0.6154,0.4002,-10.01,143.31,53.77,22,0.4724
SPYBUSDT,NEAR_BREAKOUT,67.04,761.95,776.59,739.33,1.89,101.42,5.04,25,751.29
RLUSDUSDT,NEAR_BREAKOUT,52.57,1.0003,1.0016,0.9996,0.13,99.91,0.2,81,1.0012
UUSDT,NEAR_BREAKOUT,25.0,1.0002,1.0014,0.9994,0.12,100.02,0.2,84,1.0
SKHYBUSDT,LOW_VOL_BREAKOUT,2.94,186.35,186.14,139.16,-0.11,109.56,33.76,23,170.09
COINBUSDT,LOW_VOL_BREAKOUT,1.68,194.71,188.51,147.17,-3.29,115.3,28.09,25,168.87
BMNRBUSDT,LOW_VOL_BREAKOUT,1.04,26.23,26.18,18.01,-0.19,139.37,45.36,16,18.82
METABUSDT,LOW_VOL_BREAKOUT,0.41,670.42,669.65,542.13,-0.11,114.46,23.52,28,585.71
INTWBUSDT,LOW_VOL_BREAKOUT,0.23,26.16,25.16,18.14,-3.97,104.64,38.7,20,25.0
NVDABUSDT,LOW_VOL_NEAR_BREAKOUT,5.37,221.99,231.15,194.98,3.96,107.6,18.55,34,206.31
XUSDUSDT,LOW_VOL_NEAR_BREAKOUT,4.9,1.0005,1.0017,0.9993,0.12,100.01,0.24,184,1.0004
QQQBUSDT,LOW_VOL_NEAR_BREAKOUT,3.04,720.6,733.88,666.72,1.81,99.52,10.07,28,724.08
BFUSDUSDT,LOW_VOL_NEAR_BREAKOUT,1.69,0.9999,1.0002,0.9989,0.03,99.99,0.13,135,1.0
AAPLBUSDT,LOW_VOL_NEAR_BREAKOUT,1.23,335.06,340.08,301.98,1.48,98.52,12.62,18,340.08
MRVLBUSDT,LOW_VOL_NEAR_BREAKOUT,0.7,240.45,243.2,163.57,1.13,108.1,48.68,23,222.44
AMDBUSDT,LOW_VOL_NEAR_BREAKOUT,0.65,552.53,560.51,454.51,1.42,104.1,23.32,30,530.76
BEBUSDT,LOW_VOL_NEAR_BREAKOUT,0.31,267.42,280.27,180.0,4.58,133.22,55.71,18,200.73
IRENBUSDT,LOW_VOL_NEAR_BREAKOUT,0.27,46.43,46.5,35.61,0.15,111.93,30.58,16,41.48
SMCIBUSDT,LOW_VOL_NEAR_BREAKOUT,0.21,38.7,40.6,31.34,4.68,122.12,29.55,16,31.69
TSMBUSDT,LOW_VOL_NEAR_BREAKOUT,0.18,431.33,434.71,374.87,0.78,102.6,15.96,23,420.39
DELLBUSDT,LOW_VOL_NEAR_BREAKOUT,0.17,572.76,590.38,392.1,2.98,142.67,50.57,18,401.45
MSFTBUSDT,LOW_VOL_NEAR_BREAKOUT,0.1,494.37,512.87,368.57,3.61,126.44,39.15,28,390.99
SMHBUSDT,LOW_VOL_NEAR_BREAKOUT,0.07,569.65,588.75,529.6,3.24,105.48,11.17,18,540.08
KGSTUSDT,LOW_VOL_NEAR_BREAKOUT,0.05,0.011383,0.01145,0.01133,0.59,99.76,1.06,90,0.01141
