symbol,setup,binance_24h_vol_m,close,resistance,support,distance_to_res_pct,ath_body_pct,box_height_pct,bars_3d,first_3d_body_high
RLUSDUSDT,NEAR_BREAKOUT,62.2,1.0012,1.0016,0.9996,0.04,100.0,0.2,69,1.0012
UUSDT,NEAR_BREAKOUT,24.99,1.0004,1.0014,0.9995,0.1,100.04,0.19,72,1.0
NVDABUSDT,LOW_VOL_BREAKOUT,1.24,224.75,224.51,194.98,-0.11,108.94,15.15,22,206.31
LITEBUSDT,LOW_VOL_BREAKOUT,1.15,921.2,894.91,597.58,-2.94,108.2,49.76,16,851.4
XUSDUSDT,LOW_VOL_NEAR_BREAKOUT,3.85,1.0013,1.0017,0.9993,0.04,100.09,0.24,172,1.0004
QQQBUSDT,LOW_VOL_NEAR_BREAKOUT,2.98,731.42,732.41,666.72,0.14,101.01,9.85,16,724.08
BFUSDUSDT,LOW_VOL_NEAR_BREAKOUT,1.59,0.9999,0.9999,0.9989,0.0,99.99,0.1,123,1.0
KGSTUSDT,LOW_VOL_NEAR_BREAKOUT,0.16,0.011411,0.01145,0.011,0.34,100.01,4.09,79,0.01141
MSFTBUSDT,LOW_VOL_NEAR_BREAKOUT,0.09,496.57,506.52,368.57,1.96,127.0,37.43,16,390.99
PLTRBUSDT,LOW_VOL_NEAR_BREAKOUT,0.05,174.12,178.17,115.7,2.27,134.03,53.99,16,129.91
