symbol,setup,binance_24h_vol_m,close,resistance,support,distance_to_res_pct,ath_body_pct,box_height_pct,bars_3d,first_3d_body_high
RLUSDUSDT,NEAR_BREAKOUT,69.87,1.0003,1.0016,0.9996,0.13,99.91,0.2,77,1.0012
UUSDT,NEAR_BREAKOUT,17.2,0.9994,1.0014,0.9994,0.2,99.94,0.2,80,1.0
CRCLBUSDT,NEAR_BREAKOUT,13.35,96.67,101.4,60.38,4.66,120.66,67.94,31,80.12
SKHYBUSDT,LOW_VOL_BREAKOUT,5.59,185.73,181.24,139.16,-2.48,109.2,30.24,20,170.09
LITEBUSDT,LOW_VOL_BREAKOUT,1.26,963.39,928.65,597.58,-3.74,113.15,55.4,24,851.4
ORCLBUSDT,LOW_VOL_BREAKOUT,0.53,163.04,162.94,115.0,-0.06,128.33,41.69,17,127.05
TSMBUSDT,LOW_VOL_BREAKOUT,0.14,432.95,432.52,374.87,-0.1,102.99,15.38,19,420.39
DELLBUSDT,LOW_VOL_BREAKOUT,0.13,532.3,531.63,392.1,-0.13,132.59,35.59,15,401.45
XUSDUSDT,LOW_VOL_NEAR_BREAKOUT,6.31,1.0006,1.0017,0.9993,0.11,100.02,0.24,180,1.0004
QQQBUSDT,LOW_VOL_NEAR_BREAKOUT,6.22,715.3,733.88,666.72,2.53,98.79,10.07,24,724.08
MSTRBUSDT,LOW_VOL_NEAR_BREAKOUT,5.62,138.45,143.66,82.76,3.63,129.71,73.59,27,106.74
AEROUSDT,LOW_VOL_NEAR_BREAKOUT,5.42,0.5944,0.6149,0.4002,3.33,125.83,53.65,19,0.4724
NVDABUSDT,LOW_VOL_NEAR_BREAKOUT,2.17,224.65,231.15,194.98,2.81,108.89,18.55,31,206.31
BFUSDUSDT,LOW_VOL_NEAR_BREAKOUT,2.0,0.9999,1.0002,0.9989,0.03,99.99,0.13,131,1.0
KORUBUSDT,LOW_VOL_NEAR_BREAKOUT,1.73,23.95,24.2,16.32,1.03,126.05,48.28,17,19.0
SPYBUSDT,LOW_VOL_NEAR_BREAKOUT,1.13,763.6,776.59,739.33,1.67,101.64,5.04,22,751.29
METABUSDT,LOW_VOL_NEAR_BREAKOUT,0.91,644.71,669.65,542.13,3.72,110.07,23.52,24,585.71
COINBUSDT,LOW_VOL_NEAR_BREAKOUT,0.7,180.78,188.51,147.17,4.1,107.05,28.09,22,168.87
BEBUSDT,LOW_VOL_NEAR_BREAKOUT,0.63,271.41,274.7,180.0,1.2,135.21,52.61,15,200.73
MSFTBUSDT,LOW_VOL_NEAR_BREAKOUT,0.09,494.02,512.87,368.57,3.68,126.35,39.15,24,390.99
SMHBUSDT,LOW_VOL_NEAR_BREAKOUT,0.05,568.95,588.75,529.6,3.36,105.35,11.17,15,540.08
IBMBUSDT,LOW_VOL_NEAR_BREAKOUT,0.04,231.48,237.31,205.56,2.46,106.64,15.45,19,217.07
KGSTUSDT,LOW_VOL_NEAR_BREAKOUT,0.02,0.011399,0.01145,0.01133,0.45,99.9,1.06,87,0.01141
GSBUSDT,LOW_VOL_NEAR_BREAKOUT,0.01,1029.63,1046.78,1007.47,1.64,99.64,3.9,15,1033.34
